HolidayType,Price,NumberOfPersons,Region,isCar,isTrain,isCoach,isPlane,Duration,Season,Accommodation,Hotel
Recreation,2274.0,4.0,GiantMountains,0,0,1,0,14.0,7,2,Hotel Bedrichov Giant Mountains
Wandering,807.0,3.0,GiantMountains,0,0,1,0,7.0,6,2,Hotel Bedrichov Giant Mountains
Bathing,2498.0,2.0,Crete,0,0,0,1,14.0,7,2,Hotel Oceanis Crete
Recreation,2043.0,3.0,Corfu,0,0,0,1,7.0,6,4,Hotel Kerkyra Golf Corfu
Recreation,3038.0,2.0,Corfu,0,0,0,1,14.0,10,4,Hotel Kerkyra Golf Corfu
Recreation,3418.0,2.0,Corfu,0,0,0,1,21.0,7,4,Hotel Regency Corfu
Active,2158.0,2.0,Corfu,0,0,0,1,7.0,8,4,Hotel Regency Corfu
Active,3198.0,3.0,Corfu,0,0,0,1,14.0,9,3,Hotel Mirabell Corfu
Active,3758.0,2.0,Corfu,0,0,0,1,21.0,7,3,Hotel Mirabell Corfu
Bathing,3198.0,2.0,Corfu,0,0,0,1,14.0,10,3,Hotel Mirabell Corfu
Bathing,3078.0,2.0,Corfu,0,0,0,1,14.0,8,3,Hotel Coral Corfu
Bathing,3649.0,3.0,Corfu,0,0,0,1,21.0,10,3,Hotel Coral Corfu
Wandering,1806.0,3.0,GiantMountains,1,0,0,0,14.0,10,3,Hotel Horal Giant Mountains
Wandering,698.0,2.0,GiantMountains,1,0,0,0,7.0,7,3,Hotel Horal Giant Mountains
Recreation,1498.0,2.0,GiantMountains,1,0,0,0,14.0,6,3,Hotel Arnika Giant Mountains
Recreation,938.0,2.0,GiantMountains,1,0,0,0,7.0,7,3,Hotel Arnika Giant Mountains
Recreation,678.0,3.0,GiantMountains,1,0,0,0,7.0,8,2,Waldhotel Trakce Giant Mountains
Recreation,798.0,2.0,GiantMountains,1,0,0,0,7.0,9,2,Hotel Karolina Giant Mountains
Wandering,1138.0,2.0,GiantMountains,1,0,0,0,14.0,10,2,Hotel Karolina Giant Mountains
Wandering,1698.0,3.0,GiantMountains,1,0,0,0,14.0,9,2,Hotel Energetik Giant Mountains
Wandering,1118.0,4.0,GiantMountains,1,0,0,0,7.0,8,2,Hotel Energetik Giant Mountains
Wandering,858.0,2.0,GiantMountains,1,0,0,0,7.0,7,2,Hotel Bedrichov Giant Mountains
Bathing,2698.0,2.0,Corfu,0,0,0,1,14.0,7,3,Hotel Coral Corfu
Bathing,2779.0,3.0,Corfu,0,0,0,1,7.0,9,3,Hotel Belvedere Corfu
Bathing,3793.0,3.0,Corfu,0,0,0,1,14.0,9,3,Hotel Belvedere Corfu
Bathing,3258.0,2.0,Corfu,0,0,0,1,21.0,10,3,Hotel Belvedere Corfu
Bathing,3644.0,4.0,Corfu,0,0,0,1,14.0,8,2,Hotel Iliada Corfu
Bathing,2831.0,3.0,Corfu,0,0,0,1,14.0,7,2,Hotel Iliada Corfu
Education,2738.0,2.0,Chalkidiki,0,0,0,1,21.0,11,4,Hotel Athos Palace Chalkidiki
Recreation,3038.0,2.0,Chalkidiki,0,0,0,1,14.0,10,4,Hotel Athos Palace Chalkidiki
Recreation,3258.0,2.0,Chalkidiki,0,0,0,1,21.0,6,4,Hotel Athos Palace Chalkidiki
Recreation,5329.0,4.0,Chalkidiki,0,0,0,1,14.0,8,4,Hotel Athos Palace Chalkidiki
Active,3318.0,2.0,Chalkidiki,0,0,0,1,14.0,7,4,Hotel Sani Beach Chalkidik
Active,3299.0,3.0,Chalkidiki,0,0,0,1,7.0,9,4,Hotel Sani Beach Chalkidik
Active,3718.0,3.0,Chalkidiki,0,0,0,1,14.0,8,4,Hotel Sani Beach Chalkidiki
Recreation,2398.0,2.0,Chalkidiki,0,0,0,1,14.0,7,3,Hotel Mendi Chalkidiki
Recreation,2898.0,2.0,Chalkidiki,0,0,0,1,21.0,10,3,Hotel Mendi Chalkidiki
Recreation,2358.0,2.0,Chalkidiki,0,0,0,1,14.0,6,3,Hotel Olympico Chalkidiki
Bathing,2427.0,3.0,Chalkidiki,0,0,0,1,7.0,8,3,Hotel Olympico Chalkidiki
Bathing,2538.0,2.0,Chalkidiki,0,0,0,1,14.0,7,3,Hotel Olympico Chalkidiki
Bathing,2898.0,2.0,Chalkidiki,0,0,0,1,21.0,10,3,Hotel Mendi Chalkidiki
Bathing,4673.0,4.0,Chalkidiki,0,0,0,1,14.0,9,3,Hotel Portes Beach Chalkidiki
Bathing,2787.0,3.0,Chalkidiki,0,0,0,1,14.0,8,2,Hotel Sermyli Chalkidiki
Recreation,3378.0,2.0,Attica,0,0,0,1,21.0,6,4,Hotel Golden Coast Attica
Recreation,3215.0,3.0,Attica,0,0,0,1,14.0,9,3,Hotel Miramare Attica
Recreation,1169.0,1.0,Attica,0,0,0,1,14.0,10,3,Hotel Miramare Attica
Recreation,2258.0,2.0,Attica,0,0,0,1,7.0,7,4,Hotel Golden Coast Attica
Bathing,2742.0,3.0,Attica,0,0,0,1,14.0,8,2,Hotel Calamos Beach Attica
Bathing,3458.0,2.0,Attica,0,0,0,1,21.0,9,3,Hotel Menexelis Attica
Bathing,3658.0,2.0,Attica,0,0,0,1,14.0,8,4,Hotel Golden Coast Attica
Bathing,1149.0,1.0,Attica,0,0,0,1,14.0,7,2,Hotel Calamos Beach Attica
Bathing,3216.0,4.0,Attica,0,0,0,1,7.0,9,3,Hotel Menexelis Attica
Bathing,4002.0,3.0,Attica,0,0,0,1,21.0,10,4,Hotel Holidays in Evia Attica
Bathing,649.0,3.0,CostaBlanca,1,0,0,0,7.0,8,6,HFlat Costa Blanca
Bathing,3215.0,3.0,Attica,0,0,0,1,14.0,8,3,Hotel Miramare Attica
Bathing,789.0,5.0,CostaBlanca,1,0,0,0,7.0,10,6,HFlat Costa Blanca
Bathing,2518.0,2.0,Attica,0,0,0,1,14.0,7,3,Hotel Menexelis Attica
Bathing,1229.0,2.0,CostaBlanca,1,0,0,0,7.0,9,6,HFlat Costa Blanca
Bathing,3129.0,4.0,Attica,0,0,0,1,7.0,10,3,Hotel Kalypso Club Attica
Bathing,2324.0,12.0,CostaBlanca,1,0,0,0,7.0,8,6,HFlat Costa Blanca
Bathing,2038.0,2.0,Attica,0,0,0,1,14.0,5,2,Hotel Calamos Beach Attica
Bathing,1039.0,8.0,CostaBlanca,1,0,0,0,7.0,7,6,HFlat Costa Blanca
Bathing,3485.0,3.0,Attica,0,0,0,1,14.0,6,4,Hotel Golden Coast Attica
Active,678.0,4.0,CostaBlanca,1,0,0,0,14.0,10,6,HFlat Costa Blanca
Recreation,1797.0,4.0,Brittany,1,0,0,0,21.0,7,6,HFlat Brittany
Active,1039.0,6.0,CostaBlanca,1,0,0,0,7.0,8,6,HFlat Costa Blanca
Recreation,1258.0,4.0,Brittany,1,0,0,0,14.0,9,6,HFlat Brittany
Recreation,539.0,4.0,CostaBlanca,1,0,0,0,14.0,7,6,HFlat Costa Blanca
Recreation,2108.0,5.0,Brittany,1,0,0,0,14.0,8,6,HFlat Brittany
Recreation,1014.0,10.0,CostaBlanca,1,0,0,0,7.0,6,6,HFlat Costa Blanca
Active,1268.0,4.0,Brittany,1,0,0,0,14.0,7,6,HFlat Brittany
Bathing,3222.0,3.0,CostaBlanca,1,0,0,0,14.0,8,4,Hotel Roca Esmeralda Costa Blanca
Active,889.0,4.0,Brittany,1,0,0,0,7.0,8,6,HFlat Brittany
Bathing,1058.0,2.0,CostaBlanca,1,0,0,0,7.0,9,4,Hotel Roca Esmeralda Costa Blanca
Active,1219.0,6.0,Brittany,1,0,0,0,7.0,9,6,HFlat Brittany
Bathing,2800.0,3.0,CostaBlanca,1,0,0,0,14.0,8,3,Hotel Galetamar Costa Blanca
Bathing,519.0,4.0,Brittany,1,0,0,0,7.0,10,6,HFlat Brittany
Bathing,1317.0,4.0,CostaBlanca,1,0,0,0,7.0,9,2,Hotel Torre Dorada Costa Blanca
Bathing,1064.0,5.0,Brittany,1,0,0,0,7.0,9,6,HFlat Brittany
Recreation,1958.0,6.0,Alps,1,0,0,0,14.0,9,6,HFlat Switzerland
Bathing,1549.0,7.0,Brittany,1,0,0,0,7.0,8,6,HFlat Brittany
Recreation,1298.0,4.0,Alps,1,0,0,0,14.0,8,6,HFlat Switzerland
Bathing,689.0,4.0,Brittany,1,0,0,0,7.0,7,6,HFlat Brittany
Recreation,858.0,3.0,Alps,1,0,0,0,14.0,7,6,HFlat Switzerland
Recreation,1618.0,4.0,Normandy,1,0,0,0,14.0,8,6,HFlat Normandy
Recreation,629.0,2.0,Alps,1,0,0,0,7.0,10,6,HFlat Switzerland
Active,1418.0,2.0,Normandy,1,0,0,0,14.0,9,6,HFlat Normandy
Recreation,1184.0,4.0,Alps,1,0,0,0,7.0,9,6,HFlat Switzerland
Active,809.0,4.0,Normandy,1,0,0,0,7.0,9,6,HFlat Normandy
Recreation,519.0,4.0,Alps,1,0,0,0,7.0,8,6,HFlat Switzerland
Bathing,709.0,2.0,Normandy,1,0,0,0,7.0,8,6,HFlat Normandy
Recreation,779.0,6.0,Alps,1,0,0,0,7.0,7,6,HFlat Switzerland
Bathing,659.0,4.0,Normandy,1,0,0,0,7.0,7,6,HFlat Normandy
Recreation,729.0,3.0,Alps,1,0,0,0,7.0,6,6,HFlat Switzerland
Wandering,2578.0,2.0,Corsica,0,0,0,1,14.0,6,3,Grand Hotel
Wandering,908.0,2.0,Alps,1,0,0,0,14.0,8,6,HFlat Switzerland
Wandering,634.0,1.0,Corsica,0,0,0,1,7.0,5,2,Mobilhomes La Pinede
Wandering,738.0,6.0,Alps,1,0,0,0,14.0,6,6,HFlat Switzerland
Active,2038.0,2.0,Corsica,0,0,0,1,14.0,7,2,Mobilhomes La Pinede
Wandering,1303.0,4.0,Alps,1,0,0,0,14.0,7,6,HFlat Switzerland
Active,5678.0,3.0,Corsica,0,0,0,1,21.0,9,3,Grand Hotel
Active,2718.0,2.0,Corsica,0,0,0,1,14.0,10,3,Grand Hotel
Wandering,858.0,3.0,Alps,1,0,0,0,14.0,10,6,HFlat Switzerland
Bathing,3298.0,2.0,Corsica,0,0,0,1,14.0,7,3,Hotel Orizonte
Wandering,529.0,4.0,Alps,1,0,0,0,7.0,9,6,HFlat Switzerland
Bathing,5659.0,3.0,Corsica,0,0,0,1,21.0,8,3,Hotel Pineto
Wandering,779.0,6.0,Alps,1,0,0,0,7.0,8,6,HFlat Switzerland
Bathing,2539.0,2.0,Corsica,0,0,0,1,14.0,10,3,Studios Le Rocher
Wandering,799.0,3.0,Alps,1,0,0,0,7.0,7,6,HFlat Switzerland
Bathing,3459.0,3.0,Corsica,0,0,0,1,14.0,9,3,Calvi-Hotel
Wandering,839.0,2.0,Alps,1,0,0,0,7.0,10,6,HFlat Switzerland
Wandering,799.0,4.0,Alps,1,0,0,0,7.0,9,6,HFlat Switzerland
Bathing,3522.0,4.0,Corsica,0,0,0,1,7.0,8,2,Feriendorf Vallicella
Bathing,1898.0,2.0,Corsica,0,0,0,1,7.0,9,2,Hotel Funtana Marina
Wandering,989.0,6.0,Alps,1,0,0,0,7.0,8,6,HFlat Switzerland
Bathing,2249.0,3.0,Corsica,0,0,0,1,21.0,7,2,Mobilhomes La Pinede
Wandering,494.0,2.0,Alps,1,0,0,0,7.0,7,6,HFlat Switzerland
Bathing,5269.0,4.0,Corsica,0,0,0,1,14.0,8,2,Feriendorf Vallicella
Wandering,764.0,3.0,Alps,1,0,0,0,7.0,6,6,HFlat Switzerland
Bathing,2469.0,3.0,Corsica,0,0,0,1,14.0,7,1,Hotel L'Esquinade
Wandering,938.0,4.0,Sweden,1,0,0,0,14.0,10,6,HFlat Sweden
Bathing,1539.0,2.0,Corsica,0,0,0,1,14.0,6,1,Caravan La Pinede
Wandering,789.0,4.0,Sweden,1,0,0,0,7.0,9,6,HFlat Sweden
Recreation,1838.0,3.0,CotedAzur,1,0,0,0,14.0,8,6,HFlat Cote d'Azur
Wandering,799.0,6.0,Sweden,1,0,0,0,7.0,8,6,HFlat Sweden
Recreation,449.0,2.0,CotedAzur,0,1,0,0,7.0,7,6,HFlat Cote d'Azur
Wandering,639.0,6.0,Sweden,1,0,0,0,7.0,7,6,HFlat Sweden
Active,589.0,6.0,CotedAzur,1,0,0,0,7.0,6,6,HFlat Cote d'Azur
Recreation,1178.0,6.0,Sweden,1,0,0,0,14.0,10,6,HFlat Sweden
Active,1598.0,4.0,CotedAzur,1,0,0,0,14.0,10,6,HFlat Cote d'Azur
Recreation,1318.0,4.0,Sweden,1,0,0,0,14.0,9,6,HFlat Sweden
Recreation,1538.0,4.0,Sweden,1,0,0,0,14.0,8,6,HFlat Sweden
Recreation,1578.0,4.0,Sweden,1,0,0,0,14.0,7,6,HFlat Sweden
Recreation,779.0,4.0,Sweden,1,0,0,0,7.0,8,6,HFlat Sweden
Recreation,649.0,6.0,Sweden,1,0,0,0,7.0,9,6,HFlat Sweden
Recreation,989.0,6.0,Sweden,1,0,0,0,7.0,11,6,HFlat Sweden
Recreation,539.0,4.0,Sweden,1,0,0,0,7.0,10,6,HFlat Sweden
Recreation,519.0,5.0,Sweden,1,0,0,0,7.0,9,6,HFlat Sweden
Recreation,799.0,6.0,Sweden,1,0,0,0,7.0,8,6,HFlat Sweden
Recreation,469.0,4.0,Sweden,1,0,0,0,7.0,7,6,HFlat Sweden
Active,3897.0,3.0,Madeira,0,0,0,1,7.0,8,4,Hotel Oasis Atlantic Madeira
Active,3989.0,2.0,Madeira,0,0,0,1,14.0,7,4,Hotel Oasis Atlantic Madeira
Bathing,5225.0,4.0,Madeira,0,0,0,1,14.0,9,4,Hotel Raga Madeira
Bathing,2922.0,3.0,Madeira,0,0,0,1,7.0,8,4,Hotel Raga Madeira
Recreation,3318.0,2.0,Madeira,0,0,0,1,14.0,11,3,Hotel Orca Praia Madeira
Recreation,4318.0,2.0,Madeira,0,0,0,1,21.0,6,3,Hotel Orca Praia Madeira
Active,4438.0,2.0,Madeira,0,0,0,1,21.0,10,3,Hotel Orca Praia Madeira
Active,3598.0,2.0,Madeira,0,0,0,1,14.0,9,3,Hotel Orca Praia Madeira
Bathing,4452.0,3.0,Madeira,0,0,0,1,21.0,10,3,Hotel Mimosa Madeira
Bathing,4091.0,4.0,Madeira,0,0,0,1,7.0,8,3,Hotel Mimosa Madeira
Bathing,3238.0,2.0,Madeira,0,0,0,1,14.0,7,3,Hotel Mimosa Madeira
Active,3518.0,2.0,Madeira,0,0,0,1,14.0,10,2,Anlage Canico Madeira
Bathing,4126.0,3.0,Madeira,0,0,0,1,21.0,9,2,Anlage Canico Madeira
Skiing,1147.0,3.0,Bavaria,1,0,0,0,7.0,2,4,HFlat Eichenbuehl Allgaeu
Bathing,3440.0,3.0,Madeira,0,0,0,1,14.0,8,2,Anlage Canico Madeira
Active,1348.0,2.0,Bavaria,1,0,0,0,7.0,1,4,HFlat Eichenbuehl Allgaeu
Bathing,3518.0,2.0,Madeira,0,0,0,1,14.0,7,2,Anlage Canico Madeira
Skiing,998.0,3.0,Bavaria,1,0,0,0,7.0,3,3,Sporthotel Rosenberger Bavaria
Active,4533.0,4.0,Algarve,0,0,0,1,14.0,9,4,Hotel Neptuno Algarve
Skiing,798.0,2.0,Bavaria,1,0,0,0,7.0,2,3,Sporthotel Rosenberger Bavaria
Bathing,3642.0,3.0,Algarve,0,0,0,1,14.0,8,4,Hotel Neptuno Algarve
Active,998.0,3.0,Bavaria,1,0,0,0,7.0,1,3,Sporthotel Rosenberger Bavaria
Recreation,2158.0,2.0,Algarve,0,0,0,1,7.0,11,3,Eurotel Altura Algarve
Recreation,799.0,3.0,Allgaeu,1,0,0,0,10.0,1,6,HFlat Sonnenhalde Allgaeu
Recreation,3078.0,2.0,Algarve,0,0,0,1,14.0,5,3,Eurotel Altura Algarve
Recreation,439.0,2.0,Allgaeu,1,0,0,0,7.0,2,6,HFlat Sonnenhalde Allgaeu
Active,2678.0,2.0,Algarve,0,0,0,1,7.0,8,3,Eurotel Altura Algarve
Active,984.0,6.0,Allgaeu,1,0,0,0,7.0,3,6,HFlat Reichenbach Allgaeu
Active,3958.0,2.0,Algarve,0,0,0,1,21.0,6,3,Hotel California Algarve
Skiing,854.0,4.0,Allgaeu,1,0,0,0,7.0,4,6,HFlat Reichenbach Allgaeu
Active,4885.0,3.0,Algarve,0,0,0,1,14.0,7,3,Hotel California Algarve
Recreation,1568.0,4.0,Allgaeu,1,0,0,0,14.0,3,6,HFlat Alpina Allgaeu
Bathing,3758.0,2.0,Algarve,0,0,0,1,14.0,10,3,Hotel California Algarve
Skiing,424.0,4.0,Allgaeu,1,0,0,0,7.0,2,6,HFlat Alpina Allgaeu
Bathing,4253.0,4.0,Algarve,0,0,0,1,7.0,8,3,Hotel California Algarve
Skiing,459.0,3.0,Allgaeu,1,0,0,0,8.0,1,6,HFlat Alpina Allgaeu
Bathing,2998.0,2.0,Algarve,0,0,0,1,14.0,7,3,Hotel Tropico Algarve
Active,624.0,3.0,Allgaeu,1,0,0,0,7.0,2,6,HFlat Oberallgaeu
Bathing,3398.0,2.0,Algarve,0,0,0,1,14.0,9,3,Hotel Tropico Algarve
Recreation,879.0,4.0,Allgaeu,1,0,0,0,7.0,3,6,HFlat Oberallgaeu
Bathing,3271.0,3.0,Algarve,0,0,0,1,21.0,10,3,Hotel Tropico Algarve
Skiing,1188.0,2.0,Allgaeu,1,0,0,0,14.0,4,6,HFlat Oberallgaeu
Active,2371.0,3.0,Algarve,0,0,0,1,7.0,8,2,Anlage Aldeia Algarve
Skiing,745.0,6.0,Allgaeu,1,0,0,0,7.0,3,6,HFlat Nadenberg Allgaeu
Bathing,2562.0,3.0,Algarve,0,0,0,1,14.0,7,2,Anlage Aldeia Algarve
Active,645.0,8.0,Allgaeu,1,0,0,0,7.0,2,6,HFlat Nadenberg Allgaeu
Bathing,2518.0,2.0,Algarve,0,0,0,1,14.0,6,2,Anlage Aldeia Algarve
Skiing,530.0,4.0,Allgaeu,1,0,0,0,7.0,1,6,HFlat Nadenberg Allgaeu
Active,1538.0,4.0,Tyrol,1,0,0,0,14.0,8,6,HFlat Tyrol
Recreation,688.0,2.0,Allgaeu,1,0,0,0,7.0,2,2,Gaestehaus Meier Allgaeu
Active,789.0,7.0,Tyrol,1,0,0,0,7.0,7,6,HFlat Tyrol
Skiing,1587.0,4.0,Allgaeu,1,0,0,0,7.0,3,2,Gaestehaus Meier Allgaeu
Recreation,688.0,2.0,Tyrol,1,0,0,0,14.0,10,6,HFlat Tyrol
Active,1058.0,3.0,Allgaeu,1,0,0,0,14.0,4,2,Gaestehaus Meier Allgaeu
Recreation,599.0,5.0,Tyrol,1,0,0,0,7.0,9,6,HFlat Tyrol
Recreation,2937.0,4.0,Allgaeu,1,0,0,0,7.0,3,5,Alpenhotel Allgaeu
Recreation,494.0,3.0,Tyrol,1,0,0,0,7.0,8,6,HFlat Tyrol
Skiing,2447.0,3.0,Allgaeu,1,0,0,0,7.0,2,5,Alpenhotel Allgaeu
Recreation,849.0,6.0,Tyrol,1,0,0,0,7.0,7,6,HFlat Tyrol
Active,2248.0,2.0,Allgaeu,1,0,0,0,7.0,1,5,Alpenhotel Allgaeu
Recreation,729.0,5.0,Tyrol,1,0,0,0,7.0,6,6,HFlat Tyrol
Skiing,1822.0,3.0,Allgaeu,1,0,0,0,7.0,2,3,Hotel Alpenblick Allgaeu
Wandering,728.0,2.0,Tyrol,1,0,0,0,14.0,7,6,HFlat Tyrol
Skiing,1458.0,2.0,Allgaeu,1,0,0,0,7.0,3,3,Hotel Alpenblick Allgaeu
Wandering,838.0,3.0,Tyrol,1,0,0,0,14.0,8,6,HFlat Tyrol
Active,1822.0,3.0,Allgaeu,1,0,0,0,14.0,4,3,Hotel Alpenblick Allgaeu
Wandering,789.0,6.0,Tyrol,1,0,0,0,7.0,9,6,HFlat Tyrol
Recreation,2428.0,3.0,Allgaeu,1,0,0,0,7.0,3,5,Hofgut Kuernach Allgaeu
Wandering,484.0,2.0,Tyrol,1,0,0,0,7.0,10,6,HFlat Tyrol
Skiing,1868.0,2.0,Allgaeu,1,0,0,0,7.0,2,5,Hofgut Kuernach Allgaeu
Wandering,609.0,5.0,Tyrol,1,0,0,0,7.0,9,6,HFlat Tyrol
Active,4332.0,4.0,Allgaeu,1,0,0,0,7.0,1,5,Hofgut Kuernach Allgaeu
Wandering,539.0,4.0,Tyrol,1,0,0,0,7.0,8,6,HFlat Tyrol
Active,664.0,4.0,Czechia,1,0,0,0,7.0,3,6,HFlat Bohemian Forest
Wandering,654.0,5.0,Tyrol,1,0,0,0,7.0,7,6,HFlat Tyrol
Active,579.0,6.0,Czechia,1,0,0,0,7.0,4,6,HFlat Bohemian Forest
Wandering,449.0,3.0,Tyrol,1,0,0,0,7.0,6,6,HFlat Tyrol
Skiing,1108.0,4.0,Czechia,1,0,0,0,14.0,2,6,HFlat Adlergebirge
Active,3098.0,3.0,Tyrol,1,0,0,0,14.0,9,5,Aparthotel Hopfgarten
Skiing,974.0,3.0,Czechia,1,0,0,0,7.0,3,6,HFlat Giant Mountains
Recreation,1847.0,3.0,Tyrol,1,0,0,0,7.0,8,5,Hotel Alpenresidence Tyrol
Skiing,974.0,5.0,Czechia,1,0,0,0,7.0,4,6,HFlat Giant Mountains
Wandering,1198.0,2.0,Tyrol,1,0,0,0,7.0,10,5,Hotel Alpenresidence Tyrol
Skiing,718.0,2.0,Czechia,1,0,0,0,7.0,3,1,Hotel Sirena Giant Mountains
Recreation,1571.0,5.0,Tyrol,1,0,0,0,7.0,9,4,Hotel Unterwirt Tyrol
Active,892.0,4.0,Czechia,1,0,0,0,7.0,2,1,Hotel Sirena Giant Mountains
Wandering,3267.0,4.0,Tyrol,1,0,0,0,14.0,8,4,Hotel Klausen Tyrol
Recreation,1180.0,3.0,Czechia,1,0,0,0,14.0,3,1,Pension Protez Giant Mountains
Wandering,738.0,2.0,Tyrol,1,0,0,0,7.0,6,4,Hotel Wastlhof Tyrol
Skiing,458.0,2.0,Czechia,1,0,0,0,7.0,4,1,Pension Protez Giant Mountains
Active,818.0,2.0,Tyrol,1,0,0,0,7.0,7,3,Ferienhotel Neuwirt Tyrol
Recreation,1096.0,4.0,Czechia,1,0,0,0,7.0,3,1,Pension Trakce Giant Mountains
Active,488.0,2.0,Czechia,1,0,0,0,7.0,2,1,Pension Trakce Giant Mountains
Skiing,1047.0,3.0,Czechia,1,0,0,0,7.0,3,2,Berghotel Cubat Giant Mountains
Skiing,698.0,2.0,Czechia,1,0,0,0,7.0,4,2,Berghotel Cubat Giant Mountains
Active,458.0,2.0,Czechia,1,0,0,0,7.0,2,1,Hotel Central Giant Mountains
Skiing,897.0,3.0,Czechia,1,0,0,0,14.0,3,1,Hotel Central Giant Mountains
Active,638.0,2.0,Czechia,1,0,0,0,7.0,4,2,Hotel Energetik Giant Mountains
Skiing,1596.0,4.0,Czechia,1,0,0,0,7.0,3,2,Hotel Energetik Giant Mountains
Recreation,1737.0,3.0,Czechia,1,0,0,0,14.0,2,3,Hotel Arnika Giant Mountains
Skiing,998.0,2.0,Czechia,1,0,0,0,7.0,4,3,Hotel Arnika Giant Mountains
Skiing,1737.0,3.0,Czechia,1,0,0,0,7.0,3,3,Hotel Arnika Giant Mountains
Active,1372.0,3.0,Czechia,1,0,0,0,7.0,3,3,Hotel Montana Giant Mountains
Skiing,698.0,2.0,Czechia,1,0,0,0,7.0,2,3,Hotel Montana Giant Mountains
Active,798.0,2.0,Czechia,1,0,0,0,14.0,4,3,Hotel Horal Giant Mountains
Skiing,1414.0,3.0,Czechia,1,0,0,0,7.0,3,3,Hotel Horal Giant Mountains
Skiing,1152.0,4.0,Czechia,1,0,0,0,7.0,2,3,Hotel Horal Giant Mountains
Skiing,888.0,2.0,Slowakei,1,0,0,0,7.0,4,1,Pension Bjoernson High Tatra
Skiing,1272.0,3.0,Slowakei,1,0,0,0,7.0,3,1,Pension Bjoernson High Tatra
Skiing,1497.0,3.0,Slowakei,1,0,0,0,7.0,3,2,Hotel Sverma High Tatra
Active,748.0,2.0,Slowakei,1,0,0,0,7.0,2,2,Hotel Sverma High Tatra
Skiing,1795.0,5.0,Slowakei,1,0,0,0,7.0,2,2,Hotel Zornicka High Tatra
Active,2334.0,6.0,Slowakei,1,0,0,0,14.0,3,2,Hotel Zornicka High Tatra
Recreation,2036.0,4.0,Slowakei,1,0,0,0,7.0,3,2,Hotel Vesel High Tatra
Skiing,1257.0,3.0,Slowakei,1,0,0,0,14.0,4,2,Hotel Vesel High Tatra
Recreation,1198.0,2.0,Slowakei,1,0,0,0,7.0,4,3,Hotel Slovakia High Tatra
Active,2097.0,3.0,Slowakei,1,0,0,0,7.0,3,3,Hotel Slovakia High Tatra
Active,1816.0,4.0,Slowakei,1,0,0,0,7.0,3,3,Hotel Hutnik High Tatra
Skiing,598.0,2.0,Slowakei,1,0,0,0,7.0,2,3,Hotel Hutnik High Tatra
Skiing,1048.0,2.0,Slowakei,1,0,0,0,7.0,4,3,Hotel Panorama High Tatra
Active,3777.0,3.0,Slowakei,1,0,0,0,14.0,3,3,Hotel Panorama High Tatra
Recreation,1738.0,2.0,Slowakei,1,0,0,0,7.0,3,3,Hotel Patria High Tatra
Bathing,2678.0,4.0,Riviera,1,0,0,0,14.0,9,6,HFlat Riviera Italy
Bathing,599.0,2.0,Riviera,1,0,0,0,14.0,10,6,HFlat Riviera Italy
Bathing,484.0,3.0,Riviera,1,0,0,0,7.0,9,6,HFlat Riviera Italy
Bathing,869.0,5.0,Riviera,1,0,0,0,7.0,8,6,HFlat Riviera Italy
